source,record_index,field,token_count,frame_competition,frame_competition_kl,frame_entropy,von_neumann_entropy,active_frames,dominant_frame,dominant_probability,original_text,count_reform,prob_reform,count_accountability,prob_accountability,count_justice,prob_justice,count_victim_support,prob_victim_support,count_public_sentiment,prob_public_sentiment,count_economic,prob_economic,count_safety,prob_safety,count_communication,prob_communication,count_policy,prob_policy,count_corporate_governance,prob_corporate_governance,count_labour,prob_labour
AI_Generated,0,新聞標題,18,-0.0,0.0,0.0,0.0,1,reform,1.0,麥當勞性侵案後改革 董事長發聲承諾改善McDonald's Pledges Reform After Assault Scandal,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
AI_Generated,0,影片對話,268,1.0,0.955214439045327,0.9552144390453269,2.6816259570743917,7,public_sentiment,0.21739130434782608,"主持人A：「這次麥當勞的公開信算是一種企業危機處理，強調改革，但這樣的措施真的能解決問題嗎？」

📌 名嘴B：「我覺得這封信是必要的，畢竟這起事件社會輿論極大，消費者抵制聲浪也很強。但企業真正要做的，不只是監視器或申訴機制，而是如何改變內部文化，讓員工真的敢舉報、主管真的不敢濫權。」

📌 主持人A：「確實，現在問題是企業是否能真正落實這些改革，否則只是公關危機處理，風頭過了就沒人管了。」

📌 名嘴C：「我比較關心的是，這個‘職場安心委員會’真的有實權嗎？如果還是讓企業內部主導，那麼公信力不會高。我建議政府應該介入，讓勞動部定期檢查這些企業內部性平政策。」

📌 主持人A：「說得有道理，這次事件讓大家關注職場安全，不只是麥當勞，所有企業都該檢討。但消費者會不會買單，就要看接下來的執行成效了。」

📌 名嘴B：「沒錯，企業改革不能只是‘寫在報告裡，做做樣子’，要真正落實，否則未來還是可能發生類似事件。」

📌 主持人A：「我們會持續關注這件事，希望這次改革能真正讓職場變得更安全。」",4,0.17391304347826086,1,0.043478260869565216,0,0.0,0,0.0,5,0.21739130434782608,0,0.0,4,0.17391304347826086,0,0.0,2,0.08695652173913043,4,0.17391304347826086,3,0.13043478260869565
AI_Generated,0,影片描述,209,1.0,0.8746845143040607,0.8746845143040608,2.9056390622295662,10,labour,0.25,台灣麥當勞於今（19日）發表最新聲明，針對去年底發生的職場性侵案，首次公布「3大安心作為」，並承諾加強員工保護機制，提升企業責任。董事長李昌霖發表公開信，強調「沒有任何藉口，企業必須檢討！」，承諾確保所有員工能夠在安全與尊重的環境中工作。 🔹 3大改革措施 📌 1. 設立「職場安心委員會」 由外部法律專家監督，確保職場性騷擾與申訴案件得到公平處理。 📌 2. 全面升級監視設備 增設監視器，提高監控範圍，並優化餐廳門禁管理，提升員工安全。 📌 3. 強化性別平等教育 與專業機構合作，培訓人資與主管，提升性別平等意識，防止類似事件發生。 事件發生後，台灣麥當勞已針對2.5萬名員工進行一對一關懷訪談，並承諾持續監測改革落實情況。消費者與社會大眾仍在觀望，期待企業能夠真正落實承諾，確保職場安全。 🔎 #台灣麥當勞 #職場改革 #員工安全 #企業責任 #McDonaldsTaiwan #職場平權,6,0.1875,4,0.125,1,0.03125,1,0.03125,1,0.03125,0,0.0,6,0.1875,1,0.03125,2,0.0625,2,0.0625,8,0.25
AI_Generated,1,新聞標題,25,0.5,1.0,1.0,1.0,2,justice,0.5,"回收3.87元遭貪污起訴？清潔隊員案掀社會熱議""Garbage Collectors Indicted for $3.87 Bribery? Public Outrage Ensues""",0,0.0,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
AI_Generated,1,影片對話,287,0.32501121082417705,0.6500224216483541,0.6500224216483541,0.6500224216483541,2,justice,0.8333333333333334,"主持人A：今天我們要討論的是近期引發廣泛關注的清潔隊夫妻貪污案，吳姓男子因為轉送二手家具，竟然面臨五年以上的刑責，這樣的判決合理嗎？

名嘴B：這根本就是大砲打小鳥！法條的原意是要防止貪污，但這次的案例顯然偏離了合理範圍。才3.87元就要關五年，這不是拿納稅人的錢來開玩笑嗎？

名嘴C：的確，依照《貪污治罪條例》，只要是公務員觸犯貪污罪，無論金額大小，都必須適用嚴格刑度。但問題來了，為何某些政界人士貪污數億，最後卻沒事？這才是台灣司法讓人詬病的地方。

主持人A：不只是刑度問題，我們要討論的是司法資源的浪費。為了幾塊錢的案件，從調查、起訴到審判，動用的公務資源可能已經超過上百萬。

名嘴B：沒錯，現在詐騙猖獗，每天都有幾百萬幾千萬的詐欺案沒破，結果檢察官有時間辦3.87元的案子，這合理嗎？

名嘴C：更令人擔憂的是，這起案件是否會造成寒蟬效應？未來基層公務員會不會因為害怕誤觸法條，而不敢做任何決策？

主持人A：最後，這起案件反映的核心問題是司法的公平性與比例原則。我們希望法院在判決時，能真正考量社會觀感與合理性，別讓法律成為打擊基層人民的工具。",0,0.0,0,0.0,10,0.8333333333333334,0,0.0,2,0.16666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
AI_Generated,1,影片描述,192,1.0,0.8406058707415687,0.8406058707415688,2.359879028736861,7,justice,0.42857142857142855,台北市萬華區一對清潔隊工作的吳姓夫妻，因涉嫌私自將回收物品轉贈朋友，觸犯《貪污治罪條例》，台北地檢署已正式起訴。然而，案件涉及的不法金額僅新台幣 3.87 元，引發社會廣泛討論。 檢察官表示，根據法律規定，即便貪污金額微小，仍須面臨至少 5 年徒刑，但建請法官考量情節輕微，酌情減刑。許多民眾對此案件感到不滿，質疑司法是否存在比例原則失衡的問題。網友熱議：「基層小貪被嚴懲，高層大貪卻能逍遙法外？」 根據了解，吳男負責回收物拆解，其已離婚的武姓越南籍前妻則從事道路清掃。2022 年 7 月，吳男為幫助越南老鄉，將轉運站的二手家具及電器交給友人搬運，事後坦承不諱並主動自首。檢方認定其行為構成侵占罪，依法提起公訴。 Hashtags: #台北 #萬華 #清潔隊 #貪污案 #社會新聞 #司法正義 #比例原則 #台灣,0,0.0,1,0.07142857142857142,6,0.42857142857142855,0,0.0,3,0.21428571428571427,0,0.0,0,0.0,1,0.07142857142857142,1,0.07142857142857142,1,0.07142857142857142,1,0.07142857142857142
AI_Generated,2,新聞標題,20,0.0,0.0,0.0,0.0,0,none,0.0,Google示警！AI詐騙電話橫行，Gmail用戶警惕Google Alert! AI Scam Calls Targeting Gmail Users,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
AI_Generated,2,影片對話,256,0.75,0.9463946303571862,0.9463946303571862,1.5,3,communication,0.5,"主持人：最近 Google 針對 Gmail 用戶發布「紅色警報」，指出 AI 詐騙電話與郵件正在橫行，這手法有多危險？

資安專家 A：這次的詐騙可怕之處在於「偽造度極高」。駭客利用 AI 模仿 Google 客服，甚至能偽造親友聲音，讓人放下戒心。這比傳統釣魚郵件更具威脅性。

科技記者 B：沒錯，過去詐騙手法大多透過簡訊或電子郵件，如今 AI 讓詐騙電話變得更擬真，就算是資深網路使用者，也可能被騙。

主持人：那我們一般人該怎麼防範？

資安專家 A：幾個關鍵原則：

Google 不會主動打電話要求提供帳號密碼，任何此類電話都該立即掛斷！
不要點擊郵件中的連結，如果擔心帳號問題，請自行前往 Google 官方網站查核。
開啟雙重驗證（MFA），即便密碼被盜，駭客也無法輕易登入帳號。
定期檢查 Google 帳號的「安全性活動」，看看是否有異常登入紀錄。
科技記者 B：另外政府與科技公司也應加強宣導，例如台灣的 165 反詐騙專線 可以做更進一步的 AI 詐騙專案提醒。

主持人：所以這次 Google 的警告真的不能忽視，大家要牢記 「不相信、不點擊、不回應」，小心 AI 詐騙的陷阱！",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.25,2,0.5,0,0.0,1,0.25,0,0.0
AI_Generated,2,影片描述,233,0.875,0.875,0.875,1.75,4,safety,0.5,Google 近日向全球 18 億 Gmail 用戶發布**「紅色警報」**，警告 AI 驅動的詐騙手法正在猖獗，台灣民眾務必提高警覺！這類詐騙手法會透過 AI 偽造電話和電子郵件，讓用戶誤以為 Gmail 帳號出現異常，誘騙輸入個資，導致帳號被盜、財務受損。 ⚠️ AI 詐騙手法大揭密 📌 來電詐騙：駭客假冒 Google 客服來電，聲稱帳號被異常登入，要求受害者提供帳號資訊。 📌 釣魚郵件：發送假 Gmail 安全警告，內含釣魚連結，要求用戶點擊並輸入密碼。 📌 AI 仿聲技術：利用 AI 模仿親友或客服的聲音，使人更容易上當受騙。 🛡️ Gmail 用戶該如何防範？ ✅ 不相信：Google 不會 主動來電索取個資！ ✅ 不點擊：陌生郵件內的連結 絕對不要點！ ✅ 不回應：遇到詐騙來電，直接掛斷！ ✅ 啟用雙重驗證（MFA），確保帳號安全。 提醒台灣用戶，務必提高警覺！若發現可疑詐騙，請撥打 165 反詐騙專線！ 📢 #Gmail用戶注意 #AI詐騙 #Google警報 #帳號安全 #網路詐騙 #165反詐騙,0,0.0,0,0.0,0,0.0,1,0.125,0,0.0,1,0.125,4,0.5,2,0.25,0,0.0,0,0.0,0,0.0
AI_Generated,3,新聞標題,17,0.0,0.0,0.0,0.0,0,none,0.0,台男走私22公斤古柯鹼入日 創個人紀錄Taiwanese Man Smuggles 22kg Cocaine to Japan,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
